declaration	historical_owner	destination_module	code	tier	disposition
NumStability.shiftedHilbert_quadratic_lower	NumStability.Algorithms.TestMatrices.Higham28ShiftedHilbert	NumStability.Analysis.TestMatrices.Hilbert.ShiftedHilbert	R_HILBERT	reusable	relocated
NumStability.shiftedHilbert_weight_norm_sq	NumStability.Algorithms.TestMatrices.Higham28ShiftedHilbert	NumStability.Analysis.TestMatrices.Hilbert.ShiftedHilbert	R_HILBERT	reusable	relocated
NumStability.shiftedHilbert_weight_quadratic	NumStability.Algorithms.TestMatrices.Higham28ShiftedHilbert	NumStability.Analysis.TestMatrices.Hilbert.ShiftedHilbert	R_HILBERT	reusable	relocated
NumStability.shiftedHilbert_weighted_entry_product	NumStability.Algorithms.TestMatrices.Higham28ShiftedHilbert	NumStability.Analysis.TestMatrices.Hilbert.ShiftedHilbert	R_HILBERT	reusable	relocated
NumStability.shiftedHilbert_weighted_error_sum_le_sixteen	NumStability.Algorithms.TestMatrices.Higham28ShiftedHilbert	NumStability.Analysis.TestMatrices.Hilbert.ShiftedHilbert	R_HILBERT	reusable	relocated
NumStability.shiftedHilbert_weighted_row_le	NumStability.Algorithms.TestMatrices.Higham28ShiftedHilbert	NumStability.Analysis.TestMatrices.Hilbert.ShiftedHilbert	R_HILBERT	reusable	relocated
NumStability.signDiagonal_split	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.signedGram_mul_pascalMatrix	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Pascal.Basic	R_PASCAL	reusable	relocated
NumStability.signedPairShift_of_kernelTransfer	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedConclusion	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedConclusion	S_GIN_SIGNED	source	retained
NumStability.signedPascal	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Pascal.Basic	R_PASCAL	reusable	relocated
NumStability.signedPascalConvolutionInt	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Pascal.Basic	R_PASCAL	reusable	relocated
NumStability.signedPascal_conj_pascalMatrix	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Pascal.Contracts	R_PASCAL	reusable	relocated
NumStability.signedPascal_eq_lower_mul_signDiagonal	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Pascal.Basic	R_PASCAL	reusable	relocated
NumStability.signedPascal_mul_self	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Pascal.Basic	R_PASCAL	reusable	relocated
NumStability.singleHouseholderRandsvdCorrectionLeft	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.Stewart	S_S03_STEWART	source	relocated
NumStability.singleHouseholderRandsvdCorrectionRight	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.Stewart	S_S03_STEWART	source	relocated
NumStability.singleHouseholder_randsvd_correction_rank_le_two	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Algorithms.TestMatrices.Higham28Stewart	S_S03_STEWART	source	retained
NumStability.singleHouseholder_randsvd_eq_diagonal_add_rankTwo	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Algorithms.TestMatrices.Higham28Stewart	S_S03_STEWART	source	retained
NumStability.singular_rankOne_perturbation_of_coordinate_cancellation	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Cauchy.Contracts	R_CAUCHY	reusable	relocated
NumStability.split_succ	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.standardGaussianColumnsMeasure_map_orthogonalLeftAction	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.GaussianQRHaar	S_S03_STEWART	source	relocated
NumStability.standardGaussianDirectionMeasure	NumStability.Algorithms.TestMatrices.Higham28GaussianDirection	NumStability.Analysis.TestMatrices.Gaussian.GaussianDirection	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianDirectionMeasure_invariant	NumStability.Algorithms.TestMatrices.Higham28GaussianDirection	NumStability.Analysis.TestMatrices.Gaussian.GaussianDirection	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianDirectionMeasure_isProbabilityMeasure	NumStability.Algorithms.TestMatrices.Higham28GaussianDirection	NumStability.Analysis.TestMatrices.Gaussian.GaussianDirection	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianEuclideanMeasure	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianEuclideanMeasure_covariance	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianEuclideanMeasure_isGaussian	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianEuclideanMeasure_map_linearIsometryEquiv	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianEuclideanMeasure_map_orthogonalGroup	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianEuclideanMeasure_mean	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianEuclideanMeasure_memLp_two	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianVectorCoordinate_covariance	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianVectorCoordinate_hasLaw	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianVectorCoordinate_memLp_two	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianVectorCoordinates_iIndep	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianVectorMeasure	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianVectorMeasure_absolutelyContinuous_volume	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.GaussianQRHaar	S_S03_STEWART	source	relocated
NumStability.standardGaussianVectorMeasure_eq_withDensity_volume	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.GaussianQRHaar	S_S03_STEWART	source	relocated
NumStability.standardGaussianVectorMeasure_four_cone_real	NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreDimensionTwo	S_GIN_PLANES	source	relocated
NumStability.standardGaussianVectorMeasure_four_discriminant_real	NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreDimensionTwo	S_GIN_PLANES	source	relocated
NumStability.standardGaussianVectorMeasure_isGaussian	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianVectorMeasure_isProbabilityMeasure	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianVectorMeasure_map_orthogonalGroup	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianVectorMeasure_map_scale	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.GaussianQRHaar	S_S03_STEWART	source	relocated
NumStability.standardGaussianVectorMeasure_mean	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianVectorMeasure_singleton_zero	NumStability.Algorithms.TestMatrices.Higham28GaussianDirection	NumStability.Analysis.TestMatrices.Gaussian.GaussianDirection	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianVectorMeasure_submodule_eq_zero	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.GaussianQRHaar	S_S03_STEWART	source	relocated
NumStability.standardGaussianVectorMeasure_three_cone_real	NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreDimensionTwo	S_GIN_PLANES	source	relocated
NumStability.standardGaussianVectorMeasure_two_radialTail_real	NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreDimensionTwo	S_GIN_PLANES	source	relocated
NumStability.standardGaussianVectorMeasure_univ	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.standardGaussianVector_hasGaussianLaw	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.stewartEmbeddedHouseholder	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartEmbeddedHouseholderVector	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartEmbeddedHouseholderVector_of_lt	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartEmbeddedHouseholder_orthogonal	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartEmbeddedHouseholder_prefix_row	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.Stewart	S_S03_STEWART	source	relocated
NumStability.stewartFirstSection	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.stewartFirstSectionMatrix	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.stewartFirstSectionMatrix_orthogonal	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.stewartFirstSectionMatrix_zero	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.stewartFirstSection_firstRow_of_ne_zero	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.stewartFirstSection_tailBlock_equivariant	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.stewartFirstSignMatrix	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.stewartFirstSignMatrix_orthogonal	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.stewartGaussianFiberProducer	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.stewartGaussianInputMeasure	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartGaussianInputMeasure_isProbabilityMeasure	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartGaussianInputMeasure_univ	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartHouseholderBeta	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartHouseholderBeta_cast	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.stewartHouseholderBeta_orthogonal	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.stewartHouseholderFunctionList	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartHouseholderFunctionList_map_apply	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartHouseholderFunctionList_measurable	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Algorithms.TestMatrices.Higham28Stewart	R_RANDOMSVD	reusable	retained
NumStability.stewartHouseholderGroupOutput	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.stewartHouseholderList	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartHouseholderList_orthogonal	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartHouseholder_orthogonal	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartInputSplitEquiv	NumStability.Algorithms.TestMatrices.Higham28StewartHaar	NumStability.Analysis.TestMatrices.RandomSVD.StewartHaar	R_RANDOMSVD	reusable	relocated
NumStability.stewartInputSplitEquiv_fst	NumStability.Algorithms.TestMatrices.Higham28StewartHaar	NumStability.Analysis.TestMatrices.RandomSVD.StewartHaar	R_RANDOMSVD	reusable	relocated
NumStability.stewartInputSplitEquiv_measurePreserving	NumStability.Algorithms.TestMatrices.Higham28StewartHaar	NumStability.Analysis.TestMatrices.RandomSVD.StewartHaar	R_RANDOMSVD	reusable	relocated
NumStability.stewartInputSplitEquiv_snd	NumStability.Algorithms.TestMatrices.Higham28StewartHaar	NumStability.Analysis.TestMatrices.RandomSVD.StewartHaar	R_RANDOMSVD	reusable	relocated
NumStability.stewartInputSplitEquiv_symm_succ	NumStability.Algorithms.TestMatrices.Higham28StewartHaar	NumStability.Analysis.TestMatrices.RandomSVD.StewartHaar	R_RANDOMSVD	reusable	relocated
NumStability.stewartInputSplitEquiv_symm_zero	NumStability.Algorithms.TestMatrices.Higham28StewartHaar	NumStability.Analysis.TestMatrices.RandomSVD.StewartHaar	R_RANDOMSVD	reusable	relocated
NumStability.stewartLaw_isNormalizedOrthogonalHaarLaw	NumStability.Algorithms.TestMatrices.Higham28Probability	NumStability.Algorithms.TestMatrices.Higham28Probability	S_GIN_PROB	source	retained
NumStability.stewartLocalHouseholder_reduces	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartOrthogonalGroupLaw	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Algorithms.TestMatrices.Higham28Stewart	R_RANDOMSVD	reusable	retained
NumStability.stewartOrthogonalGroupLaw_eq_normalizedOrthogonalHaar	NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	S_S03_STEWART	source	retained
NumStability.stewartOrthogonalGroupLaw_isProbabilityMeasure	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	R_RANDOMSVD	reusable	retained
NumStability.stewartOrthogonalGroupLaw_succ	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	R_RANDOMSVD	reusable	retained
NumStability.stewartOrthogonalGroupLaw_univ	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Algorithms.TestMatrices.Higham28Stewart	S_S03_STEWART	source	retained
NumStability.stewartOrthogonalGroupLaw_univ_of_measurable	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Algorithms.TestMatrices.Higham28Stewart	S_S03_STEWART	source	retained
NumStability.stewartOrthogonalGroupLaw_zero	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	R_RANDOMSVD	reusable	retained
NumStability.stewartOrthogonalGroupOutput	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartOrthogonalGroupOutput_split	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.stewartOrthogonalMatrix	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartOrthogonalMatrix_orthogonal	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartOrthogonalMatrix_split	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.stewartOrthogonalMatrix_split_all	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.stewartOrthogonalProduct	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.RandomSVD.Basic	R_RANDOMSVD	reusable	relocated
NumStability.stewartRDiagonal	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartRDiagonal_succ	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.stewartRandsvdInputMeasure	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.Stewart	S_S03_STEWART	source	relocated
NumStability.stewartRandsvdInputMeasure_univ	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.Stewart	S_S03_STEWART	source	relocated
NumStability.stewartRandsvdMatrix	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.Stewart	S_S03_STEWART	source	relocated
NumStability.stewartRandsvdMatrix_transpose_mul_self	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.Stewart	S_S03_STEWART	source	relocated
NumStability.stewartRawFiberLaw	NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	S_S03_STEWART	source	retained
NumStability.stewartRawFiberMeasure	NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.StewartRawFiber	S_S03_STEWART	source	relocated
NumStability.stewartRawFiberMeasure_eq_normalizedHaar	NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	S_S03_STEWART	source	retained
NumStability.stewartRawFiberMeasure_firstRow	NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	S_S03_STEWART	source	retained
NumStability.stewartRawFiberMeasure_isProbabilityMeasure	NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	S_S03_STEWART	source	retained
NumStability.stewartRawFiberMeasure_left_invariant	NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	S_S03_STEWART	source	retained
NumStability.stewartRawFiberProducer	NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.StewartRawFiber	S_S03_STEWART	source	relocated
NumStability.stewartSignDiagonal	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartSignDiagonal_orthogonal	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.Stewart	R_RANDOMSVD	reusable	relocated
NumStability.stewartSphereSection	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.stewartSplitTailFirst	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.stewartSuccessorComposite	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.stewartSuccessorComposite_eq	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.stewartTailCastEquiv	NumStability.Algorithms.TestMatrices.Higham28StewartHaar	NumStability.Analysis.TestMatrices.RandomSVD.StewartHaar	R_RANDOMSVD	reusable	relocated
NumStability.stewartTailCastEquiv_measurePreserving	NumStability.Algorithms.TestMatrices.Higham28StewartHaar	NumStability.Analysis.TestMatrices.RandomSVD.StewartHaar	R_RANDOMSVD	reusable	relocated
NumStability.stewartTailCoordinateCastEquiv	NumStability.Algorithms.TestMatrices.Higham28StewartHaar	NumStability.Analysis.TestMatrices.RandomSVD.StewartHaar	R_RANDOMSVD	reusable	relocated
NumStability.stewartTailCoordinateCastEquiv_measurePreserving	NumStability.Algorithms.TestMatrices.Higham28StewartHaar	NumStability.Analysis.TestMatrices.RandomSVD.StewartHaar	R_RANDOMSVD	reusable	relocated
NumStability.stewartTailOutputMap	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.stewartTailRotateMap	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.stewartTailRotateVector	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.stewartTailRotateVector_eq_transpose	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.stewartTailRotate_measurePreserving	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	R_RANDOMSVD	reusable	retained
NumStability.stewartTailRotation	NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	R_RANDOMSVD	reusable	relocated
NumStability.stewartTheorem28_1HaarConclusion	NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	S_S03_STEWART	source	retained
NumStability.stewartTheorem28_1HaarConclusion_iff_isHaarMeasure	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Algorithms.TestMatrices.Higham28Stewart	S_S03_STEWART	source	retained
NumStability.strictlyPositiveMatrixSet	NumStability.Algorithms.TestMatrices.Higham28Probability	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.Probability	S_GIN_PROB	source	relocated
NumStability.strictlyPositiveMatrixSet_nonempty	NumStability.Algorithms.TestMatrices.Higham28Probability	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.Probability	S_GIN_PROB	source	relocated
NumStability.sum_cauchyChoTerm	NumStability.Algorithms.TestMatrices.Higham28Cauchy	NumStability.Analysis.TestMatrices.Cauchy.Cauchy	R_CAUCHY	reusable	relocated
NumStability.sum_cauchyInverseFormula	NumStability.Algorithms.TestMatrices.Higham28Cauchy	NumStability.Source.Higham.Chapter28.Section01.Cauchy.Cauchy	S_S01_CAUCHY	source	relocated
