declaration	kind	visibility	historical_owner	destination_module	tier	disposition	command_root	start_line
NumStability.rightSketchCrossGram_inverse_entry_abs_error_le_of_perturbed_inverse_component_budget	theorem	public	NumStability.Algorithms.RandNLA.LowRankApprox	NumStability.Algorithms.RandomizedLinearAlgebra.LowRankApproximation.ColumnSketches.Core	reusable	relocated	NumStability.rightSketchCrossGram_inverse_entry_abs_error_le_of_perturbed_inverse_component_budget	10590
NumStability.rightSketchCrossGram_sourceSketchCoefficient	theorem	public	NumStability.Algorithms.RandNLA.LowRankApprox	NumStability.Source.DrineasMahoney.RandNLA2016.Equation09.LowRankApproximation.Endpoints	source	relocated	NumStability.rightSketchCrossGram_sourceSketchCoefficient	6075
NumStability.rowGram	definition	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowGram	48
NumStability.rowGram_eq_diag_pair_sum	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.rowGram_eq_diag_pair_sum	13899
NumStability.rowGram_eq_id_of_orthonormal_columns	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingLeverage	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.LeverageScore.Core	reusable	relocated	NumStability.rowGram_eq_id_of_orthonormal_columns	61
NumStability.rowGram_preconditionColumns_eq_leverageRightGramCongruence	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingLeverageComputedBasis	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.LeverageScore.ComputedBasis	reusable	relocated	NumStability.rowGram_preconditionColumns_eq_leverageRightGramCongruence	347
NumStability.rowGram_preconditionColumns_eq_rightGramCongruence	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.rowGram_preconditionColumns_eq_rightGramCongruence	2718
NumStability.rowGram_preconditionColumns_eq_rowGram_of_orthonormal	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.rowGram_preconditionColumns_eq_rowGram_of_orthonormal	3085
NumStability.rowGram_preconditionRows_countSketchRows_eq_of_hash_injective	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.rowGram_preconditionRows_countSketchRows_eq_of_hash_injective	13581
NumStability.rowGram_preconditionRows_countSketchRows_eq_pair_sum	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.rowGram_preconditionRows_countSketchRows_eq_pair_sum	13857
NumStability.rowGram_preconditionRows_countSketchRows_sub_rowGram_eq_distinctPair_sum	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.rowGram_preconditionRows_countSketchRows_sub_rowGram_eq_distinctPair_sum	14004
NumStability.rowGram_preconditionRows_countSketchRows_sub_rowGram_eq_guarded_pair_sum	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.rowGram_preconditionRows_countSketchRows_sub_rowGram_eq_guarded_pair_sum	13926
NumStability.rowGram_preconditionRows_eq_of_left_hasOrthonormalColumns	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.rowGram_preconditionRows_eq_of_left_hasOrthonormalColumns	11062
NumStability.rowGram_singleton_col_eq_vecNorm2Sq	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.rowGram_singleton_col_eq_vecNorm2Sq	14543
NumStability.rowNormSq	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowNormSq	47
NumStability.rowNormSq_eq_zero_iff	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowNormSq_eq_zero_iff	75
NumStability.rowNormSq_le_one_of_hasOrthonormalColumns	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingLeverage	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.LeverageScore.Core	reusable	relocated	NumStability.rowNormSq_le_one_of_hasOrthonormalColumns	175
NumStability.rowNormSq_nonneg	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowNormSq_nonneg	69
NumStability.rowNormSq_pos_of_entry_ne_zero	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowNormSq_pos_of_entry_ne_zero	93
NumStability.rowNormSq_sq_eq_sum_pair	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowNormSq_sq_eq_sum_pair	838
NumStability.rowNormSq_sq_sum_le_frobNormSqRect_sq	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.Core	reusable	relocated	NumStability.rowNormSq_sq_sum_le_frobNormSqRect_sq	863
NumStability.rowNormSq_sum_eq_frobNormSqRect	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowNormSq_sum_eq_frobNormSqRect	64
NumStability.rowOuterGramSample	definition	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowOuterGramSample	628
NumStability.rowOuterGramSample_centered_symmetric	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingLeverageMGF	NumStability.Algorithms.RandomizedLinearAlgebra.Concentration.TraceMGF.LeverageScore	reusable	relocated	NumStability.rowOuterGramSample_centered_symmetric	39
NumStability.rowOuterGramSample_eq_zero_of_prob_zero	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowOuterGramSample_eq_zero_of_prob_zero	634
NumStability.rowOuterGramSample_mean_eq_rowGram	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowOuterGramSample_mean_eq_rowGram	725
NumStability.rowOuterGramSample_row_second_moment	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowOuterGramSample_row_second_moment	847
NumStability.rowOuterGramSample_symmetric	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingLeverageMGF	NumStability.Algorithms.RandomizedLinearAlgebra.Concentration.TraceMGF.LeverageScore	reusable	relocated	NumStability.rowOuterGramSample_symmetric	31
NumStability.rowOuterGramSample_total_second_moment	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowOuterGramSample_total_second_moment	895
NumStability.rowSampleGram	definition	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGram	76
NumStability.rowSampleGramComputedDenFullFpPerturbBudget	definition	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGramComputedDenFullFpPerturbBudget	1953
NumStability.rowSampleGramComputedDenFullFpPerturbBudget_nonneg	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGramComputedDenFullFpPerturbBudget_nonneg	1992
NumStability.rowSampleGramComputedDenScalePerturbBudget	definition	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGramComputedDenScalePerturbBudget	1964
NumStability.rowSampleGramDotProductBudget	definition	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGramDotProductBudget	1798
NumStability.rowSampleGramDotProductBudget_eq_nat_mul	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGramDotProductBudget_eq_nat_mul	1822
NumStability.rowSampleGramDotProductRelBudget	definition	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGramDotProductRelBudget	1945
NumStability.rowSampleGramDotProductRelBudget_eq_nat_mul	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGramDotProductRelBudget_eq_nat_mul	2015
NumStability.rowSampleGramDotProductRelBudget_nonneg	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGramDotProductRelBudget_nonneg	1986
NumStability.rowSampleGramFpPerturbBudget	definition	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGramFpPerturbBudget	1789
NumStability.rowSampleGramFpPerturbBudget_eq_nat_mul	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGramFpPerturbBudget_eq_nat_mul	1806
NumStability.rowSampleGramFullFpPerturbBudget	definition	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGramFullFpPerturbBudget	1933
NumStability.rowSampleGramFullFpPerturbBudget_nonneg	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGramFullFpPerturbBudget_nonneg	1972
NumStability.rowSampleGramRelPerturbBudget	definition	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGramRelPerturbBudget	1939
NumStability.rowSampleGramRelPerturbBudget_eq_nat_mul	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGramRelPerturbBudget_eq_nat_mul	1999
NumStability.rowSampleGramRelPerturbBudget_nonneg	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGramRelPerturbBudget_nonneg	1980
NumStability.rowSampleGram_dot_product_budget_le_explicit	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGram_dot_product_budget_le_explicit	1887
NumStability.rowSampleGram_dot_product_rel_budget_le_explicit	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGram_dot_product_rel_budget_le_explicit	2079
NumStability.rowSampleGram_entry_error_bound_of_entrywise	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGram_entry_error_bound_of_entrywise	1052
NumStability.rowSampleGram_eq_rowOuterGramSample_average	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGram_eq_rowOuterGramSample_average	770
NumStability.rowSampleGram_frob_error_bound_of_entrywise	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGram_frob_error_bound_of_entrywise	1124
NumStability.rowSampleGram_perturb_budget_le_explicit	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGram_perturb_budget_le_explicit	1841
NumStability.rowSampleGram_rel_perturb_budget_le_explicit	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGram_rel_perturb_budget_le_explicit	2033
NumStability.rowSampleGram_sub_finiteIdMatrix_eq_centered_rowOuterGramSample_average	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleGram_sub_finiteIdMatrix_eq_centered_rowOuterGramSample_average	792
NumStability.rowSampleIncrement	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowSampleIncrement	479
NumStability.rowSampleIncrementWithComputedDen	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowSampleIncrementWithComputedDen	448
NumStability.rowSampleIncrementWithComputedDen_ideal_rel_error_bound	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowSampleIncrementWithComputedDen_ideal_rel_error_bound	617
NumStability.rowSampleIncrementWithProb	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowSampleIncrementWithProb	434
NumStability.rowSampleIncrement_mul_eq_rowOuterGramSample_div	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleIncrement_mul_eq_rowOuterGramSample_div	736
NumStability.rowSampleLSMatrixWithBasisScale	definition	public	NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.Algorithms.RandomizedLinearAlgebra.LeastSquaresSketching.RowSampling.Core	reusable	relocated	NumStability.rowSampleLSMatrixWithBasisScale	69
NumStability.rowSampleLSObjectiveFpBudget	definition	public	NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.Algorithms.RandomizedLinearAlgebra.LeastSquaresSketching.Objectives.Core	reusable	relocated	NumStability.rowSampleLSObjectiveFpBudget	574
NumStability.rowSampleLSObjectiveFpBudget_nonneg	theorem	public	NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.Algorithms.RandomizedLinearAlgebra.LeastSquaresSketching.Objectives.Core	reusable	relocated	NumStability.rowSampleLSObjectiveFpBudget_nonneg	589
NumStability.rowSampleLSObjectiveWithBasisScale_eq_coordinate_quadratic_error	theorem	public	NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.Algorithms.RandomizedLinearAlgebra.LeastSquaresSketching.Objectives.Core	reusable	relocated	NumStability.rowSampleLSObjectiveWithBasisScale_eq_coordinate_quadratic_error	1067
NumStability.rowSampleLSResidualFpBudget	definition	public	NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.Algorithms.RandomizedLinearAlgebra.LeastSquaresSketching.Objectives.Core	reusable	relocated	NumStability.rowSampleLSResidualFpBudget	543
NumStability.rowSampleLSResidualFpBudget_nonneg	theorem	public	NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.Algorithms.RandomizedLinearAlgebra.LeastSquaresSketching.Objectives.Core	reusable	relocated	NumStability.rowSampleLSResidualFpBudget_nonneg	556
NumStability.rowSampleLSResidualWithBasisScale_eq_coord	theorem	public	NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.Algorithms.RandomizedLinearAlgebra.LeastSquaresSketching.RowSampling.Core	reusable	relocated	NumStability.rowSampleLSResidualWithBasisScale_eq_coord	1021
NumStability.rowSampleLSVectorWithBasisScale	definition	public	NumStability.Algorithms.RandNLA.LeastSquaresSketch	NumStability.Algorithms.RandomizedLinearAlgebra.LeastSquaresSketching.RowSampling.Core	reusable	relocated	NumStability.rowSampleLSVectorWithBasisScale	79
NumStability.rowSampleScaleDen	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowSampleScaleDen	462
NumStability.rowSampleScaleDenWithProb	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowSampleScaleDenWithProb	149
NumStability.rowSampleScaleDenWithProb_ne_zero	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowSampleScaleDenWithProb_ne_zero	155
NumStability.rowSampleScaleDen_ne_zero	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowSampleScaleDen_ne_zero	467
NumStability.rowSampleSketch	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowSampleSketch	592
NumStability.rowSampleSketchWithComputedDen	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowSampleSketchWithComputedDen	544
NumStability.rowSampleSketchWithProb	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowSampleSketchWithProb	530
NumStability.rowSampleSketchWithProb_preconditionColumns_eq	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingLeverageComputedBasis	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.LeverageScore.ComputedBasis	reusable	relocated	NumStability.rowSampleSketchWithProb_preconditionColumns_eq	369
NumStability.rowSampleSketch_abs_mul_le_den_div_steps	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleSketch_abs_mul_le_den_div_steps	1741
NumStability.rowSampleSketch_abs_mul_sum_le_den	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSampleSketch_abs_mul_sum_le_den	1764
NumStability.rowScaleComputedDenEffectiveRelError	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowScaleComputedDenEffectiveRelError	388
NumStability.rowScaleComputedDenEffectiveRelError_nonneg	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowScaleComputedDenEffectiveRelError_nonneg	425
NumStability.rowScaleDenRelBudget	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowScaleDenRelBudget	379
NumStability.rowScaleDenRelBudget_entry_le	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowScaleDenRelBudget_entry_le	406
NumStability.rowScaleDenRelBudget_nonneg	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowScaleDenRelBudget_nonneg	395
NumStability.rowSketchGram	definition	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSketchGram	53
NumStability.rowSketchGramAbsPerturbExactBudget	definition	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSketchGramAbsPerturbExactBudget	1526
NumStability.rowSketchGramDotRoundoffExactBudget	definition	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSketchGramDotRoundoffExactBudget	1515
NumStability.rowSketchGramFullAbsFpColumnBudget	definition	public	NumStability.Algorithms.RandNLA.RowSamplingLeverageComputedBasis	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.LeverageScore.ComputedBasis	reusable	relocated	NumStability.rowSketchGramFullAbsFpColumnBudget	58
NumStability.rowSketchGramFullAbsFpExactBudget	definition	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSketchGramFullAbsFpExactBudget	1536
NumStability.rowSketchGram_dot_frob_error_bound_of_entrywise	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSketchGram_dot_frob_error_bound_of_entrywise	1644
NumStability.rowSketchGram_entry_abs_error_bound_exact_of_entrywise	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSketchGram_entry_abs_error_bound_exact_of_entrywise	1420
NumStability.rowSketchGram_entry_abs_error_bound_of_entrywise	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSketchGram_entry_abs_error_bound_of_entrywise	1233
NumStability.rowSketchGram_entry_error_bound_of_entrywise	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSketchGram_entry_error_bound_of_entrywise	1155
NumStability.rowSketchGram_frob_abs_error_bound_exact_of_entrywise	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSketchGram_frob_abs_error_bound_exact_of_entrywise	1477
NumStability.rowSketchGram_frob_abs_error_bound_of_entrywise	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSketchGram_frob_abs_error_bound_of_entrywise	1283
NumStability.rowSketchGram_frob_error_bound_of_entrywise	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSketchGram_frob_error_bound_of_entrywise	1209
NumStability.rowSketchGram_preconditionColumns_eq_leverageRightGramCongruence	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingLeverageComputedBasis	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.LeverageScore.ComputedBasis	reusable	relocated	NumStability.rowSketchGram_preconditionColumns_eq_leverageRightGramCongruence	324
NumStability.rowSketchGram_uniformRowSampleSketch_eq_uniformRowSampleGram	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.rowSketchGram_uniformRowSampleSketch_eq_uniformRowSampleGram	1298
NumStability.rowSketch_abs_perturbed_le	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSketch_abs_perturbed_le	1309
NumStability.rowSketch_abs_perturbed_le_of_abs_error	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSketch_abs_perturbed_le_of_abs_error	1364
NumStability.rowSketch_abs_perturbed_mul_le	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSketch_abs_perturbed_mul_le	1327
NumStability.rowSketch_abs_perturbed_mul_le_of_abs_error	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSketch_abs_perturbed_mul_le_of_abs_error	1384
NumStability.rowSketch_abs_perturbed_mul_sum_le	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSketch_abs_perturbed_mul_sum_le	1346
NumStability.rowSketch_abs_perturbed_mul_sum_le_of_abs_error	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.rowSketch_abs_perturbed_mul_sum_le_of_abs_error	1404
NumStability.rowSqNormProb	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.rowSqNormProb	58
