module	path	base_blob_oid	current_tier	debt_flags	phase_scope	lane_id	wave_id	planned_actions	rationale
NumStability.Source.Higham.Chapter16.Section02.BartelsStewart	NumStability/Source/Higham/Chapter16/Section02/BartelsStewart.lean	c9727d818c35decef381c56dee20f224331c4475	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.BartelsStewart.Equation09	NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equation09.lean	323b977056e09c26ecb3d2b88e2eae4a6153e160	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.BartelsStewart.Equation09.All	NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equation09/All.lean	e258b5cda26d809aff11130804c7a97fec6a9e03	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.BartelsStewart.Equation09.Assembly	NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equation09/Assembly.lean	796d9b55e4d2ccb6cd2a8d71926d3b6fbf65c5ec	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.BartelsStewart.Equation09.EndToEnd	NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equation09/EndToEnd.lean	bf83af34ba43c494b47471462b80144d96f19cb3	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.BartelsStewart.Equations04To08	NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equations04To08.lean	d641d569d8303d55c6060c014e496d702591df08	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.BartelsStewart.Equations04To08.All	NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equations04To08/All.lean	ae6f93f1c0e230060dd93267348267652abf4459	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.BartelsStewart.Equations04To08.HessenbergRounded	NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equations04To08/HessenbergRounded.lean	ba7365feabdac2d6e1079519905238dbe2ab27dc	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.BartelsStewart.Equations04To08.HessenbergSchur	NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equations04To08/HessenbergSchur.lean	ad8db33e7f29648f12174cd9c0fe0ec14a7ff530	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.BartelsStewart.Equations04To08.PivotedSmallBlocks	NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equations04To08/PivotedSmallBlocks.lean	e907b67374f7bf13b6b1ab600ee161ae0364d17b	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.BartelsStewart.Equations04To08.QuasiQuasiRounded	NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equations04To08/QuasiQuasiRounded.lean	39169b08aa8970d841bf61d0cf87fce3cffb5805	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.BartelsStewart.Equations04To08.QuasiQuasiSylvester	NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equations04To08/QuasiQuasiSylvester.lean	dc96bb14bb54fa91d214acd4cb8f04f18566be5e	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.BartelsStewart.Equations04To08.QuasiRoundedSylvester	NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equations04To08/QuasiRoundedSylvester.lean	e28b72cc60ba36cae3a5339ef293705c88e66375	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.BartelsStewart.Equations04To08.RoundedExecutor	NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equations04To08/RoundedExecutor.lean	8124d5562e35d74e59e502693db11f90dfb7c223	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.BartelsStewart.Equations04To08.RoundedTriangular	NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equations04To08/RoundedTriangular.lean	bae46584c4d0d90c0a0aad82822fb4ef757c1d97	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.BartelsStewart.Equations04To08.Spectrum	NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equations04To08/Spectrum.lean	4fe7476e139f0a0013a0de9889df905e16bb4817	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.BartelsStewart.Equations04To08.Vectorized	NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equations04To08/Vectorized.lean	f792bf1fd30d2421278ebe2b56e3c0d0b8106900	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.RealSchurDecomposition.All	NumStability/Source/Higham/Chapter16/Section02/RealSchurDecomposition/All.lean	6a0f3c3d6f6469a8009eb8be50cdb763b266f192	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.RealSchurDecomposition.InvariantSubspace	NumStability/Source/Higham/Chapter16/Section02/RealSchurDecomposition/InvariantSubspace.lean	3c750680522682d7e862f6815869b516b325b066	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.RealSchurDecomposition.QuasiTriangular	NumStability/Source/Higham/Chapter16/Section02/RealSchurDecomposition/QuasiTriangular.lean	567688270421d07b5bd483c23b22b3f9a497b54b	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError	NumStability/Source/Higham/Chapter16/Section02/SylvesterAndLyapunovBackwardError.lean	48ad19a1befc7df13281cd51c2c5a9bf0f18c8a0	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.All	NumStability/Source/Higham/Chapter16/Section02/SylvesterAndLyapunovBackwardError/All.lean	29e1ebb4fcb0366fce44a6f994aa3a22ad0d1eac	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.AttainedMinima	NumStability/Source/Higham/Chapter16/Section02/SylvesterAndLyapunovBackwardError/AttainedMinima.lean	5b114d0d6f53ae649995d86c683bca92d88add54	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.AttainedMinima.All	NumStability/Source/Higham/Chapter16/Section02/SylvesterAndLyapunovBackwardError/AttainedMinima/All.lean	f86a7dfdd50a8ca09364f1dadc2906ba72bff1cd	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.AttainedMinima.Equations15And21	NumStability/Source/Higham/Chapter16/Section02/SylvesterAndLyapunovBackwardError/AttainedMinima/Equations15And21.lean	f1e456a1d60ada09aaff0297b9c7e3971fb4b360	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation09	NumStability/Source/Higham/Chapter16/Section02/SylvesterAndLyapunovBackwardError/Equation09.lean	02b82ac42a1e4427e550f845a15938fc4d9a93f0	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation10	NumStability/Source/Higham/Chapter16/Section02/SylvesterAndLyapunovBackwardError/Equation10.lean	c81246c139eefc0310c169653c99b792ccf2bebe	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation11	NumStability/Source/Higham/Chapter16/Section02/SylvesterAndLyapunovBackwardError/Equation11.lean	8e8308883434fd529e99c1edd5980be5e0eca371	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation12	NumStability/Source/Higham/Chapter16/Section02/SylvesterAndLyapunovBackwardError/Equation12.lean	dce767e8dd6f2c5899712c08732b3b20f5116763	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation13	NumStability/Source/Higham/Chapter16/Section02/SylvesterAndLyapunovBackwardError/Equation13.lean	260651defba0e1801e8afaf2c9c11f57da967d00	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation15	NumStability/Source/Higham/Chapter16/Section02/SylvesterAndLyapunovBackwardError/Equation15.lean	4788cc17e4bb1827be399858288cf43f12bae773	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation16	NumStability/Source/Higham/Chapter16/Section02/SylvesterAndLyapunovBackwardError/Equation16.lean	914080670961470b37f9c00c196f6bae24600fbd	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation18	NumStability/Source/Higham/Chapter16/Section02/SylvesterAndLyapunovBackwardError/Equation18.lean	c3ee8095bb4453c47cdea5ebcbab6a1c7eec14f5	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation19	NumStability/Source/Higham/Chapter16/Section02/SylvesterAndLyapunovBackwardError/Equation19.lean	8739e10d37d4f007bd427a11f8c12c0c2efc37bb	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.Equation21	NumStability/Source/Higham/Chapter16/Section02/SylvesterAndLyapunovBackwardError/Equation21.lean	7c511ceff538621b77c366c370b4d59b06854bbd	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section02.SylvesterAndLyapunovBackwardError.LyapunovDefinition	NumStability/Source/Higham/Chapter16/Section02/SylvesterAndLyapunovBackwardError/LyapunovDefinition.lean	021d88de211f41fb9e312a31f0285c4a06ff9e04	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03	NumStability/Source/Higham/Chapter16/Section03.lean	e949ebb611c382c42550cad2ecf220debe5a953a	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning.lean	d5665b342fb6df9d4dd4f910de8d8e26f683c162	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.All	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/All.lean	e7965184d04ec5e06fd179892d10078dc4e67620	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.AttainedSeparation	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/AttainedSeparation.lean	7fae420d2dcbc1a3e722c03b570f084b6ba4d9ab	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.AttainedSeparation.All	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/AttainedSeparation/All.lean	824c5b8dadbd28343961764fc4e10e93ec6204c0	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.AttainedSeparation.Equation26	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/AttainedSeparation/Equation26.lean	66d8f7fc7e13c897500a781f931bfb97e6704f63	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.AutomaticBounds	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/AutomaticBounds.lean	809ce62bdd0e78dba140241929de384085a39697	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.AutomaticBounds.All	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/AutomaticBounds/All.lean	bb595017a6e98b320ad49c34cf86eb967a1308ee	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.Equation22	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/Equation22.lean	f803692ef5278468fa543c94f29f64dc8835888e	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.Equation23	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/Equation23.lean	b3414abdde4fa3056b919689b808f51d2d092152	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.Equation24	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/Equation24.lean	6633e164cb488646c753714f5244ebe4f0a00773	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.Equation25	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/Equation25.lean	ce02aee3af15de7865b320b2b3bc3eeaba287f84	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.Equation26	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/Equation26.lean	da116ba4288c6c0a1ba27ffc42b306a168ad2cf9	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.Equation27	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/Equation27.lean	643330f9ae072429ac2974f782ca05aff5dba87e	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.LyapunovSolutions	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/LyapunovSolutions.lean	30e53826de0da82667f335f6d9c51c039b6f77af	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/SigmaMinCorollaries.lean	aaeb52514cb97d31efdcef9550f423a18a92315b	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.All	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/SigmaMinCorollaries/All.lean	9453f234c48bf8c33e47b27524aeb4f5629d4fc7	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Lyapunov	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/SigmaMinCorollaries/Lyapunov.lean	91ed8dd77a439ea196120f3d38d144cdc9153cc8	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.StructuredSylvester	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/SigmaMinCorollaries/StructuredSylvester.lean	802d59972a7eeb82bdfbdb9c54a9115f253ea951	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.SylvesterPerturbation	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/SigmaMinCorollaries/SylvesterPerturbation.lean	f770ea58c74a330090518a7c3022e3192e400c83	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/SigmaMinCorollaries/Vectorized.lean	fa0094a81a5587a7d8bf065ca9fb3c5f884dd447	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section04	NumStability/Source/Higham/Chapter16/Section04.lean	229c081cdd0c4ae6e7ecb502d855dcbe37602002	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds	NumStability/Source/Higham/Chapter16/Section04/PracticalErrorBounds.lean	24ad5bbd40acf0455f2e6d1d45d6a2a15cf6a299	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.All	NumStability/Source/Higham/Chapter16/Section04/PracticalErrorBounds/All.lean	adaab17f079774dc336c3b8c0c5a482eea8501c2	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation28	NumStability/Source/Higham/Chapter16/Section04/PracticalErrorBounds/Equation28.lean	55b7135713394c47389145f3e6f2da33f007888e	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29	NumStability/Source/Higham/Chapter16/Section04/PracticalErrorBounds/Equation29.lean	3f8f94bca44611a6d3b019689c113be00774a1e3	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions	NumStability/Source/Higham/Chapter16/Section04/PracticalErrorBounds/Equation29Extensions.lean	52665fe6797875433c3b0f3c83cc5afd08bfc99c	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.All	NumStability/Source/Higham/Chapter16/Section04/PracticalErrorBounds/Equation29Extensions/All.lean	2c648858837b8fc13d2b1e61d3045115f16a79e7	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Minimizers	NumStability/Source/Higham/Chapter16/Section04/PracticalErrorBounds/Equation29Extensions/Minimizers.lean	4a5247faa618d56edb52242cf876244432fa659f	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Spectrum	NumStability/Source/Higham/Chapter16/Section04/PracticalErrorBounds/Equation29Extensions/Spectrum.lean	40640730b17b79c2cc7bd00423496cbff0b74bee	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.Equation29Extensions.Vectorized	NumStability/Source/Higham/Chapter16/Section04/PracticalErrorBounds/Equation29Extensions/Vectorized.lean	3c67eb404edb78f738a6061f504f157a5866ed36	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.NormEstimator	NumStability/Source/Higham/Chapter16/Section04/PracticalErrorBounds/NormEstimator.lean	ec1ec385978178f71e23fc3cb2466fa945fa41c0	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.NormEstimator.All	NumStability/Source/Higham/Chapter16/Section04/PracticalErrorBounds/NormEstimator/All.lean	d32e74ec4d34965f8ea349323241dd996065b4c3	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section04.PracticalErrorBounds.NormEstimator.Equation29	NumStability/Source/Higham/Chapter16/Section04/PracticalErrorBounds/NormEstimator/Equation29.lean	1ca3ce5d5514471ecb7d09156f64bfc3276fa464	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section05	NumStability/Source/Higham/Chapter16/Section05.lean	d5dac56ab79ad67acf95d22867746205d5e8f704	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section05.GeneralizedMatrixEquations.All	NumStability/Source/Higham/Chapter16/Section05/GeneralizedMatrixEquations/All.lean	71edfc0d2a16bcb55e0b3dd49fb015ba054a5426	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section05.GeneralizedMatrixEquations.Equation30	NumStability/Source/Higham/Chapter16/Section05/GeneralizedMatrixEquations/Equation30.lean	617f411bf087d7c6dc18bfc23f51a0e9c2735740	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section05.GeneralizedMatrixEquations.Equation31	NumStability/Source/Higham/Chapter16/Section05/GeneralizedMatrixEquations/Equation31.lean	eb543f6cd9f10062655dde0a09a90ae5cecff3be	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter16.Section05.GeneralizedMatrixEquations.Equation32	NumStability/Source/Higham/Chapter16/Section05/GeneralizedMatrixEquations/Equation32.lean	b8a28cddab2f4d99452e1fc28722ff6a87facf89	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17	NumStability/Source/Higham/Chapter17.lean	eb32e87179d48fd6f43c55878bd1b177cb168dc1	aggregate	-	in_scope	integration-lane	I01	compatibility_cleanup;entrypoint_cleanup	Clean C0000 consumer reserved for hash-pinned integrator import cutover and reviewed postimage union.
NumStability.Source.Higham.Chapter17.Equation01.ComputedIteration.Results	NumStability/Source/Higham/Chapter17/Equation01/ComputedIteration/Results.lean	b3f15f5692c0ea7b58607a23c8c556546d1df4d1	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation02.LocalError.Results	NumStability/Source/Higham/Chapter17/Equation02/LocalError/Results.lean	2e71e45d5bfaa7b10000806eb02b421e8478b16c	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation03.ComputedRecurrence.Results	NumStability/Source/Higham/Chapter17/Equation03/ComputedRecurrence/Results.lean	b18d6c3c245ac2412dc4d72db93960ae5398e810	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation04.FixedPoint.Results	NumStability/Source/Higham/Chapter17/Equation04/FixedPoint/Results.lean	7c7591a804524606294cd378ece8a82ef62b264e	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation05.ErrorExpansion.Results	NumStability/Source/Higham/Chapter17/Equation05/ErrorExpansion/Results.lean	a4734b843a52109ca11a6590eef38d713cfb8668	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation06.ComponentwiseForward.Results	NumStability/Source/Higham/Chapter17/Equation06/ComponentwiseForward/Results.lean	7c22da489f1e545ec3986ec1b3e817b71ea9e924	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation07.NormwiseGrowth.Results	NumStability/Source/Higham/Chapter17/Equation07/NormwiseGrowth/Results.lean	db9e8855872a99d6ad01c1420744656ee38196b3	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation08	NumStability/Source/Higham/Chapter17/Equation08.lean	e413bfdf5373dbbc72d9b0df366b0a46fb023cb1	compatibility	-	already_complete	-	-	-	Accepted at C0001 through M01/R01 immutable delivery and reviewed integration.
NumStability.Source.Higham.Chapter17.Equation08.NormwiseForward.Results	NumStability/Source/Higham/Chapter17/Equation08/NormwiseForward/Results.lean	96592cf632bb2197a9a3be463b6f886fb11d9d1e	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation09.ComponentwiseGrowth.Results	NumStability/Source/Higham/Chapter17/Equation09/ComponentwiseGrowth/Results.lean	afed4d2f246ffd0022f0099e89a7a8790309a4a7	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation10.LocalErrorSimplification.Results	NumStability/Source/Higham/Chapter17/Equation10/LocalErrorSimplification/Results.lean	f0b6762dd3c2a14623d9464e7d8149547a486caf	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation12	NumStability/Source/Higham/Chapter17/Equation12.lean	02682efd6f73a6eff7acc28e78beff18e6c3641a	compatibility	-	already_complete	-	-	-	Accepted at C0001 through M01/R01 immutable delivery and reviewed integration.
NumStability.Source.Higham.Chapter17.Equation12.PartialSumBound.Results	NumStability/Source/Higham/Chapter17/Equation12/PartialSumBound/Results.lean	98f12c24e8305e66b0a517bf2307159551bd0e33	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation13.ComponentwiseForward.Results	NumStability/Source/Higham/Chapter17/Equation13/ComponentwiseForward/Results.lean	33eef43424a1ec6ac0e8b6c0074f63019e955dc7	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation15	NumStability/Source/Higham/Chapter17/Equation15.lean	f9508af263a18f48b1d867412bbaca7a8b0bab31	compatibility	-	already_complete	-	-	-	Accepted at C0001 through M01/R01 immutable delivery and reviewed integration.
NumStability.Source.Higham.Chapter17.Equation15.NormwiseForward.Results	NumStability/Source/Higham/Chapter17/Equation15/NormwiseForward/Results.lean	480d321ff9346f9d25a72fce85a3109b6b7e3c1c	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation16	NumStability/Source/Higham/Chapter17/Equation16.lean	bbddde8ff2fbfafab57e66844b94e967d7777dcc	compatibility	-	already_complete	-	-	-	Accepted at C0001 through M01/R01 immutable delivery and reviewed integration.
NumStability.Source.Higham.Chapter17.Equation16.Jacobi.Results	NumStability/Source/Higham/Chapter17/Equation16/Jacobi/Results.lean	7951aff6fe960707dac4149c2d42930b32730680	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation17	NumStability/Source/Higham/Chapter17/Equation17.lean	d8de4475bbae5832e56fba8ba467cdb2e69aeecb	compatibility	-	already_complete	-	-	-	Accepted at C0001 through M01/R01 immutable delivery and reviewed integration.
NumStability.Source.Higham.Chapter17.Equation17.SOR.Results	NumStability/Source/Higham/Chapter17/Equation17/SOR/Results.lean	2440598518940ca9479b060ca2c53d4a7b580ae5	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation18.ResidualRecurrence.Results	NumStability/Source/Higham/Chapter17/Equation18/ResidualRecurrence/Results.lean	8226352b30b8dd2088148e6ccc171716ee0748f4	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation19.ResidualBound.Results	NumStability/Source/Higham/Chapter17/Equation19/ResidualBound/Results.lean	a8024e8440c0ae087768821e5e09eab31e426889	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation20	NumStability/Source/Higham/Chapter17/Equation20.lean	9d8af827cc6dceac2233e7195c030602e30a941c	compatibility	-	already_complete	-	-	-	Accepted at C0001 through M01/R01 immutable delivery and reviewed integration.
NumStability.Source.Higham.Chapter17.Equation20.ResidualSigma.Results	NumStability/Source/Higham/Chapter17/Equation20/ResidualSigma/Results.lean	1c6999c5cab13e141dbd6636bc2827b65a1efb82	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation21.SingularIteration.Results	NumStability/Source/Higham/Chapter17/Equation21/SingularIteration/Results.lean	220a19f5f0df8e5f3c681e04ba41d87b04844fb3	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation22	NumStability/Source/Higham/Chapter17/Equation22.lean	75d7c53a7a221e2b234efd7e5a865aa551160698	source	-	in_scope	integration-lane	I01	compatibility_cleanup;entrypoint_cleanup	Clean C0000 consumer reserved for hash-pinned integrator import cutover and reviewed postimage union.
NumStability.Source.Higham.Chapter17.Equation27.SingularErrorSplit.Results	NumStability/Source/Higham/Chapter17/Equation27/SingularErrorSplit/Results.lean	5da78db24970b1fdba5ab8dec9e750f4b5fada0e	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation28.SingularErrorSplit.Results	NumStability/Source/Higham/Chapter17/Equation28/SingularErrorSplit/Results.lean	df4f3c2a86e04e96e946c6df4380a5617cbd5893	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation29.SingularSource.Results	NumStability/Source/Higham/Chapter17/Equation29/SingularSource/Results.lean	51ffd3fbb70c7f4e8bdace0841a7d1c3e9809966	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Equation33.StoppingTests.Results	NumStability/Source/Higham/Chapter17/Equation33/StoppingTests/Results.lean	456249e39401284113efdf9f129795f53db3c81b	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Problem01	NumStability/Source/Higham/Chapter17/Problem01.lean	b0b9ad212f28db295498f72a3d49f0503086829b	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter17.Results.All	NumStability/Source/Higham/Chapter17/Results/All.lean	a3ef315a2b0d1720effb7c514f0075ec44d8a415	aggregate	-	already_complete	-	-	-	Added and accepted at C0001 through M01/R01 immutable delivery and reviewed integration.
